experiment,id,block,seedlot,tag,ht.12.prev,ht.11.prev,d.12.prev,sc.prev,hc.prev,tc.prev,vc.prev,vh.prev,needle.length,unmeasurable.prob.prev,inaccessible.prob.prev,browsed.prob.prev,forked.prob.prev,missing.prob.prev,dead.prob.prev,underobj.prob.prev,broken.prob.prev,dieback.prob.prev,uncertain.prob.prev,shrub.choke.prob.prev,yellow.prob.prev,bud burst.prob.prev,misc.prob.prev,comment.prev,ht.15,ht.14,ht.13,ht.12,d.15,sc,hc,vh,unmeasureable.prob.curr,inaccessible.prob.curr,browsed.prob.curr,forked.prob.curr,missing.prob.curr,dead.prob.curr,under.prob.curr,broken.prob.curr,dieback.prob.curr,uncertain.prob.curr,shrub.choke.prob.curr,yellow.prob.curr,budburst.prob.curr,mech.damage.prob.curr,frost.damage.prob.curr,supp.prob.curr,red.r.prob.curr,misc.serious.prob.curr,misc.prob.curr
KNF, 9-3,1,PP2500,,231,205,728,,,,,30,17.5,,,,,,,,,,,,,,,,46,36.5,30,23.5,14.7,D,E,70,,,,,,,,,,,,,,,,,,,
KNF, 9-4,1,PP2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 10-1,1,PP2500,,190,150,580,,,,,20,14.5,,,,,,,,,,,,,,,,51,38,26,17,18.9,C,F,40,,,,,,,,,,,,,,,,,,,
KNF, 10-2,1,PP2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 10-3,1,PP2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 10-4,1,PP2500,,220,196,619,,,,,45,12,,,,,,,,,,,,,,,,42,29,20,,13.5,E,E,90,,,,X,,,,,,,,,,,,,,,
KNF, 11-1,1,PP2500,,309,255,819,,,,,50,15.5,,,,,,,,,,,,,,,,75.5,60,43.5,32.5,24.1,C,F,10,,,,,,,,,,,,,,,,,,,
KNF, 11-2,1,PP2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 11-3,1,PP2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 11-4,1,PP2500,,,,,,,,,,14,,,,,,,,,,,,,,,,51.5,45.5,34.5,27,11,F,C,95,,,,,,,,,,,,,,,,,,,
KNF, 12-1,1,PP2500,,210,185,513,,,,,40,15,,,X,,,,,,,,,,,,,48,35.5,25.5,19,14.9,D,G,53,,,,,,,,,,,,,,,,,,,
KNF, 12-2,1,PP2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 12-3,1,PP2500,,393,191,755,,,,,90,17.5,,,,,,,,,,,,,,,,73.5,47,39.5,20,14.6,F,D,130,,,,,,,,,,,,,,,,,,,
KNF, 12-4,1,PP2500,,160,150,440,,,,,40,14,,,,,,,,,,,,,,,,34,24.5,19.5,15.5,8.1,E,D,95,,,,,,,,,,,,,,,,,,,
KNF, 0-0,1,PP3500,,,,,,,,,,15,,,,,,,,,,,,,,,,85,38.5,30,75.5,18.7,E,C,30,,,,,,,,,,,,,,,,X,,,
KNF, 1-1,1,PP3500,,164,142,578,,,,,40,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 1-2,1,PP3500,,183,172,535,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 1-3,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 1-4,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 2-1,1,PP3500,,168,152,616,,,,,40,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 2-2,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 2-3,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 2-4,1,PP3500,,,,,,,,,,17,,,,,,,,,,,,,,,,57.5,36,22.5,75.5,19.7,E,E,50,,,,,,,,,,,,,,,,X,,,stamp band
KNF, 3-1,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 3-2,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 3-3,1,PP3500,,192,172,675,,,,,65,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 3-4,1,PP3500,,264,240,721,,,,,55,16.5,,,,,,,,,,,,,,,,56.5,37,27,13.5,20.3,D,F,56,,,,,,,,,,,,,,,,X,,,
KNF, 4-1,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 4-2,1,PP3500,,151,119,485,,,,,70,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 4-3,1,PP3500,,102,99,457,,,,,40,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 4-4,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 5-1,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 5-2,1,PP3500,,145,137,398,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 5-3,1,PP3500,,,,,,,,,,14,,,,,,,,,,,,,,,,57,38.5,28,16,15.5,C,F,30,,,,,,,,,,,,,,,,X,,,
KNF, 5-4,1,PP3500,,176,145,525,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 6-1,1,PP3500,,,,,,,,,,13,,,,,,,,,,,,,,,,47.5,35.5,23.5,19,10.8,D,D,35,,,,,,,,,,,,,,,,X,,,
KNF, 6-2,1,PP3500,,179,158,498,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 6-3,1,PP3500,,245,220,568,,,,,40,9.5,,,,,,,,,,,,,,,,46,42,29,22,13.5,E,C,40,,,,,,,,,,,,,,,,X,,,
KNF, 6-4,1,PP3500,,255,239,589,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 7-1,1,PP3500,,247,215,717,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 7-2,1,PP3500,,160,141,383,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 7-3,1,PP3500,,122,122,393,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 7-4,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 8-1,1,PP3500,,302,275,644,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 8-2,1,PP3500,,,,,,,,,,14,,,,,,,,,,,,,,,,33,25,22.5,20.5,6.4,E,F,75,,,,,,,,,,X,,,,,,,,,
KNF, 8-3,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 8-4,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 9-1,1,PP3500,,281,268,537,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 9-2,1,PP3500,,291,266,488,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 9-3,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 9-4,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 10-1,1,PP3500,,258,245,606,,,,,120,15,,,X,,,,,,,,,,,,,54,46.5,36,20.4,11.9,D,D,50,,,,,,,,,,,,,,,,,,,
KNF, 10-2,1,PP3500,,240,195,490,,,,,120,15,,,,,,,,,,,,,,,,40,39,27,25,8.8,D,E,90,,,,,,,,,,X,,,,,,,,,
KNF, 10-3,1,PP3500,,234,161,575,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 10-4,1,PP3500,,193,180,690,,,,,70,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 11-1,1,PP3500,,275,245,678,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 11-2,1,PP3500,,250,220,645,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 11-3,1,PP3500,,288,191,667,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 11-4,1,PP3500,,225,215,611,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 12-1,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 12-2,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 12-3,1,PP3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 12-4,1,PP3500,,143,140,442,,,,,20,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,X,,,
KNF, 0-0,1,PP4500,,342,200,821,,,,,25,18.5,,,,,,,,,,,,,,,,75.5,63.5,46.5,32.5,24.1,D,D,70,,,,,,,,,,,,,,,,,,,
KNF, 1-1,1,PP4500,,207,173,585,,,,,35,15,,,,,,,,,,,,,,,,51,39,31.5,20.5,9.1,E,C,100,,,,,,,,,,,,,,,,,,,possible 2nd flush in '13
KNF, 1-2,1,PP4500,,266,174,835,,,,,60,17,,,,,,,,,,,,,,,,54.5,37,25,14,18.9,D,C,100,,,,,,,,,,,,,,,,,,,
KNF, 1-3,1,PP4500,,211,174,815,,,,,80,16,,,,,,,,,,,,,,,,76.5,49.5,36,21,27.4,A,D,30,,,,,,,,,,,,,,,,,,,
KNF, 1-4,1,PP4500,,165,194,595,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
KNF, 2-1,1,PP4500,,184,160,619,,,,,30,14,,,,,,,,,,,,,,,,44,34,26,20,10.3,F,C,100,,,,,,,,,,,,,,,,,,,
KNF, 2-2,1,PP4500,,267,176,853,,,,,80,17,,,X,,,,,,,,,,,,,91,66,44,26,24.4,F,D,170,,,,,,,,,,,,,,,,,,,
KNF, 2-3,1,PP4500,,212,190,705,,,,,50,13,,,,,,,,,,,,,,,,30.5,24,22,17.5,12.9,F,B,160,,,,,,,,,,,,,,,,,,,
KNF, 2-4,1,PP4500,,162,95,604,,,,,20,14,,,,,,,,,,,,,,,,57,37,23,14,21.2,D,E,58,,,,,,,,,,,,,,,,,,,
KNF, 3-1,1,PP4500,,174,140,639,,,,,30,18,,,,,,,,,,,,,,,,47,34,21.5,16.5,12.9,D,D,50,,,,,,,,,,,,,,,,,,,
KNF, 3-2,1,PP4500,,138,138,437,,,,,200,13.5,,,,,,,,,,X,,,,,,31.5,25,18.5,13.5,8.5,G,B,240,,,,,,,,,,,,,,,,,,,
KNF, 3-3,1,PP4500,,188,145,711,,,,,45,12,,,,,,,,,,,,,,,,42.5,32,26.5,19.5,14.3,F,B,140,,,,,,,,,,,,,,,,,,,
KNF, 3-4,1,PP4500,,320,225,1008,,,,,50,16,,,,,,,,,,,,,,,,71,51,39,31,26.7,D,C,120,,,,,,,,,,,,,,,,,,,
KNF, 4-1,1,PP4500,,267,211,786,,,,,30,12,,,,,,,,,,,,,,,,59,41,33,27,20.7,E,C,140,,,,,,,,,,,,,,,,,,,
KNF, 4-2,1,PP4500,,86,86,533,,,,,40,9,,,X,,,,,,,,,,,,,17,9,unc.,unc.,3.8,G,A,200,,,,,,,,,,,X,,,X,,,,,fallen snag
KNF, 4-3,1,PP4500,,174,156,410,,,,,30,13,,,,,,,,,,,,,,,,19.5,13,8,unc.,7.5,G,A,200,,,,,,,,,,,,,,X,,,,,
KNF, 4-4,1,PP4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
KNF, 5-1,1,PP4500,,166,152,429,,,,,40,15,,,,X,,,,,,,,,,,,41,29,23,16,12.4,F,C,130,,,,,,,,,,,,,,,,,,,
KNF, 5-2,1,PP4500,,259,191,689,,,,,40,15,,,X,,,,,,,,,,,,,74,52.5,30,19.5,18.9,G,C,160,,,,,,,X,,,,,,,,,,,,
KNF, 5-3,1,PP4500,,104,93,430,,,,,60,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 5-4,1,PP4500,,216,167,551,,,,,75,14,,,,,,,,,,,,,,,,56.5,35.5,25.5,21,11.8,H,A,170,,,,,,,,,,,,,,,,,,,
KNF, 6-1,1,PP4500,,202,148,895,,,,,40,17,,,,X,,,,,,,,,,,,65.5,40,20,13,19.2,E,B,120,,,,,,,,,,,,,,,,,,,
KNF, 6-2,1,PP4500,,,,,,,,,,14,,,,,,,,,,,,,,,,56,40,24,14,11.5,H,B,110,,,,,,,,,,,X,,,,,,,,
KNF, 6-3,1,PP4500,,304,202,1025,,,,,90,16,,,,,,,,,,,,,,,,72,56,43.5,30,14.3,F,A,150,,,,,,,,,,,,,,,,,,,
KNF, 6-4,1,PP4500,,202,190,582,,,,,80,13,,,,,,,,,,,,,,,,30.5,22.5,19.5,18,8.7,F,A,150,,,,,,,,,,,,,,,,,,,
KNF, 7-1,1,PP4500,,301,251,815,,,,,50,19.5,,,,,,,,,,,,,,,,68.5,55.5,46,31,20.1,E,C,70,,,,,,,,,,,,,,,,,,,
KNF, 7-2,1,PP4500,,210,140,615,,,,,70,10,,,,,,,,,,,,,,,,53,44,32.5,24,13.5,E,C,110,,,,,,,,,,,,,,,,,,,
KNF, 7-3,1,PP4500,,172,130,554,,,,,50,7,,,,,,,,,,,,,,,,37,27.5,20.5,15,10,G,B,140,,,,,,,,,,,,,,,,,,,
KNF, 7-4,1,PP4500,,241,196,892,,,,,85,13.5,,,,,,,,,,,,,,,,61,46.5,32,22.5,17.3,G,B,140,,,,,,,,,,,,,,,,,,,
KNF, 8-1,1,PP4500,,146,92,809,,,,,30,17,,,,,,,,,,,,,,,,56.5,42.5,20,8.5,19,E,A,60,,,,,,,,,,,,,,,,,,,
KNF, 8-2,1,PP4500,,128,108,599,,,,,90,15,,,X,,,,,,,,,,,,,23.5,18,14,12,11.5,E,A,110,,,,,,,,,,,,,,,,,,,
KNF, 8-3,1,PP4500,,257,196,766,,,,,45,13.5,,,,,,,,,,,,,,,,62,51.5,34,21,16.4,D,A,80,,,,,,,,,,x,,,,,,,,,looks like Jeffrey pine
KNF, 8-4,1,PP4500,,,,,,,,,,12.5,,,,,,,,,,,,,,,,58,41,26,19.5,16.4,E,B,100,,,,,,,,,,x,,,,,,,,,"looks like Knobrone, not sure"
KNF, 9-1,1,PP4500,,372,250,1150,,,,,35,13,,,,,,,,,,,,,,,,83.5,70,54,36,30,D,C,60,,,,,,,,,,,,,,,,,,,
KNF, 9-2,1,PP4500,,325,224,1005,,,,,50,13,,,,,,,,,,,,,,,,77,65,42.5,30.5,16.9,F,C,130,,,,,,,,,,,,,,,,,,,
KNF, 9-3,1,PP4500,,373,222,1039,,,,,50,16,,,,,,,,,,,,,,,,80,64,44.5,37,21.7,F,D,75,,,,,,,,,,,,,,,,,,,
KNF, 9-4,1,PP4500,,222,126,785,,,,,70,15,,,,,,,,,,,,,,,,55,44,32.5,20,19.4,G,D,150,,,,,,,,,,,,,,,,,,,
KNF, 10-1,1,PP4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 10-2,1,PP4500,,320,247,738,,,,,200,15,,,,,,,,,,,,,,,,82.5,61,41.5,31,21.3,E,D,120,,,,,,,,,,,,,,,,,,,
KNF, 10-3,1,PP4500,,295,227,905,,,,,35,13,,,,,,,,,,,,,,,,65,52.5,38,24,21.8,C,B,40,,,,,,,,,,,,,,,,,,,
KNF, 10-4,1,PP4500,,365,240,1015,,,,,20,19,,,,,,,,,,,,,,,,94.5,70,47,36,30.3,C,B,50,,,,,,,,,,,,,,,,,,x,New top
KNF, 11-1,1,PP4500,,343,235,1160,,,,,40,,,,,,,,,,,,,,,,,79,58,43,31,27.4,D,C,50,,,,,,,,,,,,,,,,,,,
KNF, 11-2,1,PP4500,,289,259,1064,,,,,80,17,,,X,,,,,,,,,,,,,78.5,56,37,25,27.9,E,D,90,,,,,,,,,,,,,,,,,,,
KNF, 11-3,1,PP4500,,265,179,668,,,,,40,12.5,,,,,,,,,,,,,,,,59,40.5,27.5,23,18.7,E,D,58,,,,,,,,,,,,,,,,,,,
KNF, 11-4,1,PP4500,,415,243,1115,,,,,40,16.5,,,,,,,,,,,,,,,,64.5,44.5,30,20,23.2,E,E,90,,,,,,,,,,,,,,,,,,,
KNF, 12-1,1,PP4500,,204,181,702,,,,,30,15.5,,,X,,,,,,,,,,,,,42,33,29,20.5,13,D,E,65,,,,,,,,,,,,,,,,,,,
KNF, 12-2,1,PP4500,,210,195,604,,,,,40,13,,,,,,,,,,,,,,,,51,37,27,20,17.7,F,D,70,,,,,,,,,,,,,,,,,,,
KNF, 12-3,1,PP4500,,309,211,919,,,,,40,17.5,,,,,,,,,,,,,,,,83,59.5,46.5,28,24.4,E,C,60,,,,,,,,,,,,,,,,,,,
KNF, 12-4,1,PP4500,,240,198,1120,,,,,25,18,,,,,,,,,,,,,,,,124.5,36.5 (?),48.5,21.5,41.9,D,C,78,,,,,,,,,,,,,,,,,,,
KNF, 0-0,2,DF2500,,395,371,666,,,,,40,,,,,,,,,,,,,,,,,38,31,23,,10.9,E,B,30,,,X,,,,,,,,,,,,,,,,
KNF, 1-1,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 1-2,2,DF2500,,270,243,555,,,,,50,,,,,,,,,,,,,,,,,43,30,24,,10,D,E,50,,,,X,,,,,,,,,,,,,,,
KNF, 1-3,2,DF2500,,260,230,642,,,,,25,,,,,,,,,,,,,,,,,52,43,30,,13.5,C,D,40,,,,,,,,,,,,,,X,,,,,
KNF, 1-4,2,DF2500,,381,372,689,,,,,15,,,,,,,,,,,,,,,,,64,46,39,,13.2,D,C,30,,,,,,,,,,,,,,X,,,,,
KNF, 2-1,2,DF2500,,313,295,733,,,,,20,,,,,,,,,,,,,,,,,58,43.5,35,29,14.9,D,D,50,,,,,,,,,,,,,,,,,,,
KNF, 2-2,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 2-3,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 2-4,2,DF2500,,276,226,630,,,,,50,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 3-1,2,DF2500,,150,101,775,,,,,20,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 3-2,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 3-3,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 3-4,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 4-1,2,DF2500,,170,109,542,,,,,30,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 4-2,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,54,32,,20.9,C,D,30,,,,,,,,,,,,,,,,,,,
KNF, 4-3,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 4-4,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,19.5,15.5,,7.9,C,D,40,,,,X,,,,,,,,,,,,,,,
KNF, 5-1,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,46,32,23,,10.8,B,D,50,,,,,,,,,,,,,,,,,,,
KNF, 5-2,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 5-3,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 5-4,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 6-1,2,DF2500,,234,221,400,,,,,20,,,,,X,,,,,,,,,,,,50,36,27.5,,12.1,D,C,70,,,,,,,,,,,,,,,,,,,
KNF, 6-2,2,DF2500,,448,355,724,,,,,40,,,,,,,,,,,,,,,,,98,74,70,,16.7,F,C,60,,,,,,,,,,,,,,,,,,,
KNF, 6-3,2,DF2500,,353,326,580,,,,,40,,,,,,,,,,,,,,,,,61.5,47,38.5,,12.3,E,D,40,,,,,,,,,,,,,,,,,,,
KNF, 6-4,2,DF2500,,212,191,365,,,,,25,,,,X,X,,,,,,,,,,,,45,34,26,,8,C,F,30,,,,,,,,,,,,,,,,,,,
KNF, 7-1,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 7-2,2,DF2500,,350,281,590,,,,,20,,,,,,,,,,,,,,,,,95,64,43,,14.7,D,C,25,,,,,,,,,,,,,,,,,,,
KNF, 7-3,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 7-4,2,DF2500,,318,290,736,,,,,15,,,,,,,,,,,,,,,,,64,40,29.5,,16.2,D,D,30,,,,,,,,,,,,,X,,,,,,
KNF, 8-1,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 8-2,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 8-3,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 8-4,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 9-1,2,DF2500,,236,181,488,,,,,30,,,,,,,,,,,,,,,,,51,30,22,,9.1,D,D,55,,,,,,,,,,,,,,,,,,,largest of two based
KNF, 9-2,2,DF2500,,327,304,695,,,,,30,,,,,,,,,,,,,,,,,84,52,35,,20,E,E,40,,,,,,,,,,,,,,,,,,,
KNF, 9-3,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 9-4,2,DF2500,,417,374,687,,,,,40,,,,,,,,,,,,,,,,,95,62,49,,18.9,C,F,45,,,,,,,,,,,,,,,,,,,
KNF, 10-1,2,DF2500,,278,266,890,,,,,15,,,,,X,,,,,,,,,,,,39,30,26,,12.7,F,E,60,,,,X,,,,,,,,,,,,,,,
KNF, 10-2,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 10-3,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 10-4,2,DF2500,,394,348,671,,,,,30,,,,,,,,,,,,,,,,,80,55,40,,20.3,E,D,22,,,,,,,,,,,,,,,,,,,
KNF, 11-1,2,DF2500,,159,147,272,,,,,20,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 11-2,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 11-3,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 11-4,2,DF2500,,186,166,377,,,,,25,,,,,X,,,,,,,,,,,,40.5,25,20,,8.3,E,F,40,,,,,,,,,,,,,,,,,,,largest of two
KNF, 12-1,2,DF2500,,270,258,506,,,,,50,,,,,X,,,,,,,,,,,,57,37,26,,11.4,C,F,40,,,,,,,,,,,,,,,,,,,largest of the based
KNF, 12-2,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 12-3,2,DF2500,,241,222,559,,,,,55,,,,,X,,,,,,,,,,,,58,37,22,,16,D,E,50,,,,,,,,,,,,,,,,,,,largest of two
KNF, 12-4,2,DF2500,,,,,,,,,,,,,,,,,,,,,,,,,,85,43,28.5,,19.8,D,F,45,,,,,,,,,,,,,,,,,,,
KNF, 0-0,2,DF3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 1-1,2,DF3500,,281,253,674,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 1-2,2,DF3500,,,,,,,,,,,,,,,,,,,,,,,,,,57,43.5,31,24.5,13.2,D,E,50,,,,,,,X,,,x,,,,,,,,,possibly formerly 1-1
KNF, 1-3,2,DF3500,,331,322,717,,,,,40,,,,,,,,,,,,,,,,,52,41,35,,16.5,A,B,15,,,,,,,,,,,,,,,,,,,
KNF, 1-4,2,DF3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 2-1,2,DF3500,,302,265,732,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
KNF, 2-2,2,DF3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 2-3,2,DF3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 2-4,2,DF3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNF, 3-1,2,DF3500,,196,169,502,,,,,30,,,,,,,,,,,,,,,,,36,25,15,,14.8,D,F,40,,,,,,,,,,,,,,,,,,,
KNF, 3-2,2,DF3500,,301,234,955,,,,,40,,,,,,,,,,,,,,,,,57.5,47,35,26,21.6,B,D,30,,,,,,,,,,,,,,,,,,,
